0.973288806,0.953716182,0.943799460,0.889930998,0.867144306,0.832730085,0.821175856,0.797823479,0.774189103,0.749966154,0.710810596,0.697686651,0.670368816,0.656683236,0.642987866,0.615982631,0.602799098,0.589576278,0.575015726,0.560334116,0.545291890,0.527684614,0.510349959,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370,0.492796370
0.985787258,0.975255825,0.969881064,0.940207750,0.927401620,0.907756229,0.901074996,0.887434793,0.873436896,0.858879797,0.834871708,0.826686000,0.809411057,0.800632013,0.791759937,0.774000504,0.765197398,0.756276435,0.746343152,0.736206512,0.725690205,0.713205373,0.700720546,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651,0.687872651
0.994887682,0.991068928,0.989109803,0.978166306,0.973374896,0.965941313,0.963389700,0.958142443,0.952703474,0.946987539,0.937423163,0.934121809,0.927085189,0.923472222,0.919795039,0.912354084,0.908625032,0.904817853,0.900544571,0.896145998,0.891541392,0.886018899,0.880433997,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582,0.874619582
0.984323971,0.972723363,0.966807944,0.934211415,0.920176464,0.898685137,0.891387055,0.876504985,0.861257317,0.845427402,0.819381116,0.810518116,0.791843804,0.782369392,0.772805525,0.753694826,0.744238707,0.734667498,0.724023967,0.713177682,0.701941523,0.688624030,0.675330714,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461,0.661676461
0.967560262,0.943912686,0.931971531,0.867589495,0.840607346,0.800150104,0.786647801,0.759484904,0.732169971,0.704362905,0.659828660,0.645019792,0.614390196,0.599146850,0.583961786,0.554226389,0.539812214,0.525423968,0.509661336,0.493855539,0.477754920,0.459031585,0.440730740,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398,0.422336398
0.987941420,0.978989094,0.974414563,0.949088910,0.938121617,0.921252050,0.915502212,0.903743263,0.891647259,0.879036629,0.858167121,0.851030716,0.835934657,0.828244127,0.820459024,0.804835235,0.797070528,0.789187955,0.780394189,0.771401974,0.762052977,0.750927079,0.739771447,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705,0.728259705
0.995071401,0.991389285,0.989500061,0.978944536,0.974321656,0.967147912,0.964685032,0.959619511,0.954367863,0.948847624,0.939608013,0.936417973,0.929617251,0.926124687,0.922569539,0.915373960,0.911767085,0.908084092,0.903949535,0.899693016,0.895236311,0.889890109,0.884482267,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877,0.878850877
0.982631093,0.969797080,0.963259124,0.927310937,0.911874640,0.888287262,0.880291293,0.864008253,0.847356413,0.830102663,0.801790422,0.792178549,0.771963958,0.761727851,0.751408787,0.730830840,0.720669631,0.710399064,0.698994935,0.687392341,0.675392945,0.661197938,0.647058497,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685,0.632566685
0.863417709,0.773331421,0.730706487,0.531250506,0.461525959,0.370510330,0.343467707,0.293713794,0.249508753,0.209992017,0.156994918,0.141900870,0.114259896,0.102165591,0.091128927,0.072207165,0.064211873,0.056933301,0.049711652,0.043204619,0.037275803,0.031196608,0.026026889,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403,0.021526403
0.977168735,0.960380716,0.951855572,0.905311912,0.885500113,0.855432728,0.845297260,0.824747952,0.803860280,0.782354943,0.747374219,0.735586822,0.710945566,0.698545666,0.686098820,0.661440229,0.649344881,0.637174377,0.623726077,0.610115197,0.596115523,0.579656201,0.563372693,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470,0.546800470
